,id_jugador,id_pais_jugador,id_pais_contra,fecha_partido,posicion,minutos_jugados
34447,,,,,,85
34448,,,,,,90
34449,,,,,,14
34450,,,,,,45
34451,,,,,,90
34452,,,,,,45
34453,,,,,,90
34454,,,,,,90
34455,,,,,,90
34456,,,,,,90
34457,,,,,,90
34458,,,,,,90
34459,,,,,,90
34460,,,,,,90
34461,,,,,,90
34462,,,,,,29
34463,,,,,,90
34464,,,,,,42
34465,,,,,,90
34466,,,,,,90
34467,,,,,,90
34468,,,,,,90
34469,,,,,,45
34470,,,,,,90
34471,,,,,,13
34472,,,,,,90
34473,,,,,,90
34474,,,,,,90
34475,,,,,,90
34476,,,,,,90
34477,,,,,,90
34478,,,,,,90
34479,,,,,,90
34480,,,,,,90
34481,,,,,,45
34482,,,,,,90
34483,,,,,,90
34484,,,,,,90
34485,,,,,,90
34486,,,,,,90
34487,,,,,,90
34488,,,,,,74
34489,,,,,,90
34490,,,,,,87
34491,,,,,,90
34492,,,,,,90
34493,,,,,,90
34494,,,,,,83
34495,,,,,,62
34496,,,,,,90
34497,,,,,,1
34498,,,,,,90
34499,,,,,,90
34500,,,,,,90
34501,,,,,,90
34502,,,,,,90
34503,,,,,,90
34504,,,,,,90
34505,,,,,,90
34506,,,,,,90
34507,,,,,,90
34508,,,,,,82
34509,,,,,,90
34510,,,,,,90
34511,,,,,,45
34512,,,,,,90
34513,,,,,,90
34514,,,,,,45
34515,,,,,,30
34516,,,,,,80
34517,,,,,,90
34518,,,,,,45
34519,,,,,,90
34520,,,,,,22
34521,,,,,,90
34522,,,,,,45
34523,,,,,,1
34524,,,,,,18
34525,,,,,,30
34526,,,,,,57
34527,,,,,,71
34528,,,,,,89
34529,,,,,,34
34530,,,,,,90
34531,,,,,,89
34532,,,,,,90
34533,,,,,,45
34534,,,,,,90
34535,,,,,,90
34536,,,,,,90
34537,,,,,,64
34538,,,,,,90
34539,,,,,,42
34540,,,,,,53
34541,,,,,,90
34542,,,,,,29
34543,,,,,,90
34544,,,,,,88
34545,,,,,,90
34546,,,,,,90
34547,,,,,,26
34548,,,,,,45
34549,,,,,,90
34550,,,,,,90
34551,,,,,,90
34552,,,,,,90
34553,,,,,,57
34554,,,,,,90
34555,,,,,,86
34556,,,,,,71
34557,,,,,,90
34558,,,,,,90
34559,,,,,,90
34560,,,,,,60
34561,,,,,,45
34562,,,,,,90
34563,,,,,,90
34564,,,,,,79
34565,,,,,,74
34566,,,,,,19
34567,,,,,,13
34568,,,,,,24
34569,,,,,,90
34570,,,,,,45
34571,,,,,,90
34572,,,,,,90
34573,,,,,,75
34574,,,,,,45
34575,,,,,,45
34576,,,,,,27
34577,,,,,,73
34578,,,,,,62
34579,,,,,,90
34580,,,,,,3
34581,,,,,,90
34582,,,,,,90
34583,,,,,,90
34584,,,,,,90
34585,,,,,,90
34586,,,,,,90
34587,,,,,,33
34588,,,,,,75
34589,,,,,,71
34590,,,,,,66
34591,,,,,,34
34592,,,,,,1
34593,,,,,,19
34594,,,,,,27
34595,,,,,,90
34596,,,,,,18
34597,,,,,,90
34598,,,,,,30
34599,,,,,,36
34600,,,,,,90
34601,,,,,,11
34602,,,,,,57
34603,,,,,,15
34604,,,,,,78
34605,,,,,,54
34606,,,,,,45
34607,,,,,,84
34608,,,,,,12
34609,,,,,,78
34610,,,,,,77
34611,,,,,,90
34612,,,,,,80
34613,,,,,,8
34614,,,,,,64
34615,,,,,,16
34616,,,,,,90
34617,,,,,,29
34618,,,,,,45
34619,,,,,,86
34620,,,,,,10
34621,,,,,,61
34622,,,,,,90
34623,,,,,,90
34624,,,,,,90
34625,,,,,,70
34626,,,,,,90
34627,,,,,,61
34628,,,,,,45
34629,,,,,,24
34630,,,,,,17
34631,,,,,,21
34632,,,,,,15
34633,,,,,,77
34634,,,,,,45
34635,,,,,,45
34636,,,,,,45
34637,,,,,,45
34638,,,,,,90
34639,,,,,,45
34640,,,,,,86
34641,,,,,,90
34642,,,,,,31
34643,,,,,,61
34644,,,,,,1
34645,,,,,,1
34646,,,,,,22
34647,,,,,,33
34648,,,,,,32
34649,,,,,,45
34650,,,,,,19
34651,,,,,,75
34652,,,,,,90
34653,,,,,,11
34654,,,,,,12
34655,,,,,,1
34656,,,,,,7
34657,,,,,,8
34658,,,,,,64
34659,,,,,,45
34660,,,,,,62
34661,,,,,,6
34662,,,,,,2
34663,,,,,,21
34664,,,,,,28
34665,,,,,,22
34666,,,,,,45
34667,,,,,,24
34668,,,,,,45
34669,,,,,,11
34670,,,,,,79
34671,,,,,,90
34672,,,,,,25
34673,,,,,,25
34674,,,,,,90
34675,,,,,,45
34676,,,,,,58
34677,,,,,,90
34678,,,,,,27
34679,,,,,,67
34680,,,,,,77
34681,,,,,,23
34682,,,,,,29
34683,,,,,,31
34684,,,,,,84
34685,,,,,,89
34686,,,,,,65
34687,,,,,,45
34688,,,,,,6
34689,,,,,,31
34690,,,,,,67
34691,,,,,,10
34692,,,,,,45
34693,,,,,,11
34694,,,,,,8
34695,,,,,,33
34696,,,,,,90
34697,,,,,,90
34698,,,,,,45
34699,,,,,,80
34700,,,,,,23
34701,,,,,,65
34702,,,,,,18
34703,,,,,,45
34704,,,,,,45
34705,,,,,,79
34706,,,,,,75
34707,,,,,,4
34708,,,,,,90
34709,,,,,,45
34710,,,,,,22
34711,,,,,,29
34712,,,,,,75
34713,,,,,,30
34714,,,,,,62
34715,,,,,,66
34716,,,,,,23
34717,,,,,,11
34718,,,,,,60
34719,,,,,,73
34720,,,,,,61
34721,,,,,,30
34722,,,,,,45
34723,,,,,,68
34724,,,,,,64
34725,,,,,,78
34726,,,,,,60
34727,,,,,,90
34728,,,,,,90
34729,,,,,,20
34730,,,,,,1
34731,,,,,,28
34732,,,,,,14
34733,,,,,,45
34734,,,,,,45
34735,,,,,,56
34736,,,,,,46
34737,,,,,,90
34738,,,,,,120
34739,,,,,,81
34740,,,,,,45
34741,,,,,,17
34742,,,,,,1
34743,,,,,,5
34744,,,,,,1
34745,,,,,,30
34746,,,,,,63
34747,,,,,,67
34748,,,,,,71
34749,,,,,,90
34750,,,,,,71
34751,,,,,,60
34752,,,,,,1
34753,,,,,,43
34754,,,,,,90
34755,,,,,,90
34756,,,,,,90
34757,,,,,,90
34758,,,,,,87
34759,,,,,,90
34760,,,,,,45
34761,,,,,,35
34762,,,,,,90
34763,,,,,,90
34764,,,,,,90
34765,,,,,,45
34766,,,,,,90
34767,,,,,,90
34768,,,,,,90
34769,,,,,,90
34770,,,,,,90
34771,,,,,,90
34772,,,,,,90
34773,,,,,,90
34774,,,,,,90
34775,,,,,,90
34776,,,,,,90
34777,,,,,,90
34778,,,,,,77
34779,,,,,,90
34780,,,,,,45
34781,,,,,,90
34782,,,,,,90
34783,,,,,,90
34784,,,,,,90
34785,,,,,,90
34786,,,,,,90
34787,,,,,,45
34788,,,,,,12
34789,,,,,,2
34790,,,,,,9
34791,,,,,,4
34792,,,,,,10
34793,,,,,,22
34794,,,,,,6
34795,,,,,,90
34796,,,,,,83
34797,,,,,,90
34798,,,,,,90
34799,,,,,,45
34800,,,,,,90
34801,,,,,,90
34802,,,,,,90
34803,,,,,,90
34804,,,,,,45
34805,,,,,,90
34806,,,,,,45
34807,,,,,,45
34808,,,,,,16
34809,,,,,,90
34810,,,,,,90
34811,,,,,,90
34812,,,,,,90
34813,,,,,,90
34814,,,,,,90
34815,,,,,,90
34816,,,,,,85
34817,,,,,,90
34818,,,,,,1
34819,,,,,,90
34820,,,,,,76
34821,,,,,,17
34822,,,,,,25
34823,,,,,,90
34824,,,,,,90
34825,,,,,,90
34826,,,,,,90
34827,,,,,,45
34828,,,,,,58
34829,,,,,,21
34830,,,,,,28
34831,,,,,,4
34832,,,,,,9
34833,,,,,,80
34834,,,,,,64
34835,,,,,,61
34836,,,,,,90
34837,,,,,,77
34838,,,,,,72
34839,,,,,,45
34840,,,,,,73
34841,,,,,,57
34842,,,,,,71
34843,,,,,,73
34844,,,,,,61
34845,,,,,,12
34846,,,,,,54
34847,,,,,,25
34848,,,,,,1
34849,,,,,,84
34850,,,,,,45
34851,,,,,,15
34852,,,,,,9
34853,,,,,,5
34854,,,,,,25
34855,,,,,,31
34856,,,,,,27
34857,,,,,,45
34858,,,,,,2
34859,,,,,,64
34860,,,,,,18
34861,,,,,,3
34862,,,,,,45
34863,,,,,,45
34864,,,,,,90
34865,,,,,,90
34866,,,,,,80
34867,,,,,,28
34868,,,,,,90
34869,,,,,,90
34870,,,,,,90
34871,,,,,,90
34872,,,,,,45
34873,,,,,,45
34874,,,,,,90
34875,,,,,,90
34876,,,,,,90
34877,,,,,,90
34878,,,,,,55
34879,,,,,,18
34880,,,,,,45
34881,,,,,,19
34882,,,,,,45
34883,,,,,,13
34884,,,,,,45
34885,,,,,,45
34886,,,,,,65
34887,,,,,,13
34888,,,,,,18
34889,,,,,,8
34890,,,,,,10
34891,,,,,,45
34892,,,,,,86
34893,,,,,,90
34894,,,,,,67
34895,,,,,,45
34896,,,,,,17
34897,,,,,,7
34898,,,,,,19
34899,,,,,,60
34900,,,,,,66
34901,,,,,,30
34902,,,,,,90
34903,,,,,,66
34904,,,,,,64
34905,,,,,,23
34906,,,,,,88
34907,,,,,,45
34908,,,,,,61
34909,,,,,,76
34910,,,,,,65
34911,,,,,,2
34912,,,,,,45
34913,,,,,,32
34914,,,,,,23
34915,,,,,,45
34916,,,,,,12
34917,,,,,,26
34918,,,,,,29
34919,,,,,,34
34920,,,,,,24
34921,,,,,,14
34922,,,,,,90
34923,,,,,,10
34924,,,,,,30
34925,,,,,,45
34926,,,,,,28
34927,,,,,,62
34928,,,,,,45
34929,,,,,,45
34930,,,,,,45
34931,,,,,,23
34932,,,,,,3
34933,,,,,,19
34934,,,,,,68
34935,,,,,,26
34936,,,,,,90
34937,,,,,,90
34938,,,,,,90
34939,,,,,,12
34940,,,,,,13
34941,,,,,,74
34942,,,,,,75
34943,,,,,,82
34944,,,,,,86
34945,,,,,,80
34946,,,,,,83
34947,,,,,,56
34948,,,,,,90
34949,,,,,,73
34950,,,,,,3
34951,,,,,,45
34952,,,,,,56
34953,,,,,,90
34954,,,,,,90
34955,,,,,,90
34956,,,,,,90
34957,,,,,,90
34958,,,,,,74
34959,,,,,,71
34960,,,,,,21
34961,,,,,,90
34962,,,,,,45
34963,,,,,,77
34964,,,,,,77
34965,,,,,,78
34966,,,,,,67
34967,,,,,,45
34968,,,,,,28
34969,,,,,,85
34970,,,,,,31
34971,,,,,,67
34972,,,,,,29
34973,,,,,,90
34974,,,,,,6
34975,,,,,,24
34976,,,,,,24
34977,,,,,,73
34978,,,,,,90
34979,,,,,,90
34980,,,,,,12
34981,,,,,,90
34982,,,,,,23
34983,,,,,,90
34984,,,,,,66
34985,,,,,,13
34986,,,,,,67
34987,,,,,,79
34988,,,,,,13
34989,,,,,,59
34990,,,,,,16
34991,,,,,,90
34992,,,,,,69
34993,,,,,,24
34994,,,,,,19
34995,,,,,,45
34996,,,,,,45
34997,,,,,,90
34998,,,,,,78
34999,,,,,,13
35000,,,,,,90
35001,,,,,,25
35002,,,,,,90
35003,,,,,,90
35004,,,,,,45
35005,,,,,,55
35006,,,,,,90
35007,,,,,,90
35008,,,,,,76
35009,,,,,,83
35010,,,,,,29
35011,,,,,,90
35012,,,,,,90
35013,,,,,,90
35014,,,,,,90
35015,,,,,,90
35016,,,,,,90
35017,,,,,,90
35018,,,,,,90
35019,,,,,,90
35020,,,,,,90
35021,,,,,,90
35022,,,,,,90
35023,,,,,,85
35024,,,,,,90
35025,,,,,,14
35026,,,,,,90
35027,,,,,,90
35028,,,,,,10
35029,,,,,,90
35030,,,,,,60
35031,,,,,,11
35032,,,,,,6
35033,,,,,,57
35034,,,,,,12
35035,,,,,,90
35036,,,,,,90
35037,,,,,,90
35038,,,,,,90
35039,,,,,,76
35040,,,,,,12
35041,,,,,,90
35042,,,,,,90
35043,,,,,,90
35044,,,,,,90
35045,,,,,,90
35046,,,,,,78
35047,,,,,,45
35048,,,,,,90
35049,,,,,,75
35050,,,,,,56
35051,,,,,,5
35052,,,,,,70
35053,,,,,,60
35054,,,,,,45
35055,,,,,,90
35056,,,,,,90
35057,,,,,,35
35058,,,,,,72
35059,,,,,,45
35060,,,,,,68
35061,,,,,,20
35062,,,,,,90
35063,,,,,,90
35064,,,,,,45
35065,,,,,,45
35066,,,,,,64
35067,,,,,,90
35068,,,,,,87
35069,,,,,,90
35070,,,,,,90
35071,,,,,,87
35072,,,,,,45
35073,,,,,,90
35074,,,,,,4
35075,,,,,,90
35076,,,,,,87
35077,,,,,,11
35078,,,,,,45
35079,,,,,,90
35080,,,,,,44
35081,,,,,,90
35082,,,,,,90
35083,,,,,,90
35084,,,,,,90
35085,,,,,,36
35086,,,,,,90
35087,,,,,,90
35088,,,,,,90
35089,,,,,,90
35090,,,,,,73
35091,,,,,,90
35092,,,,,,90
35093,,,,,,90
35094,,,,,,90
35095,,,,,,90
35096,,,,,,90
35097,,,,,,57
35098,,,,,,90
35099,,,,,,90
35100,,,,,,90
35101,,,,,,63
35102,,,,,,90
35103,,,,,,90
35104,,,,,,45
35105,,,,,,90
35106,,,,,,5
35107,,,,,,13
35108,,,,,,90
35109,,,,,,90
35110,,,,,,90
35111,,,,,,90
35112,,,,,,30
35113,,,,,,90
35114,,,,,,90
35115,,,,,,79
35116,,,,,,45
35117,,,,,,17
35118,,,,,,28
35119,,,,,,30
35120,,,,,,63
35121,,,,,,58
35122,,,,,,69
35123,,,,,,74
35124,,,,,,45
35125,,,,,,90
35126,,,,,,67
35127,,,,,,70
35128,,,,,,25
35129,,,,,,10
35130,,,,,,16
35131,,,,,,61
35132,,,,,,10
35133,,,,,,79
35134,,,,,,90
35135,,,,,,85
35136,,,,,,45
35137,,,,,,62
35138,,,,,,8
35139,,,,,,90
35140,,,,,,31
35141,,,,,,5
35142,,,,,,21
35143,,,,,,90
35144,,,,,,90
35145,,,,,,45
35146,,,,,,35
35147,,,,,,73
35148,,,,,,24
35149,,,,,,90
35150,,,,,,67
35151,,,,,,64
35152,,,,,,15
35153,,,,,,45
35154,,,,,,11
35155,,,,,,60
35156,,,,,,25
35157,,,,,,4
35158,,,,,,7
35159,,,,,,4
35160,,,,,,45
35161,,,,,,19
35162,,,,,,14
35163,,,,,,26
35164,,,,,,29
35165,,,,,,90
35166,,,,,,90
35167,,,,,,90
35168,,,,,,90
35169,,,,,,90
35170,,,,,,90
35171,,,,,,26
35172,,,,,,81
35173,,,,,,48
35174,,,,,,45
35175,,,,,,30
35176,,,,,,32
35177,,,,,,30
35178,,,,,,12
35179,,,,,,30
35180,,,,,,28
35181,,,,,,7
35182,,,,,,90
35183,,,,,,45
35184,,,,,,13
35185,,,,,,29
35186,,,,,,64
35187,,,,,,29
35188,,,,,,90
35189,,,,,,90
35190,,,,,,65
35191,,,,,,14
35192,,,,,,74
35193,,,,,,45
35194,,,,,,90
35195,,,,,,76
35196,,,,,,45
35197,,,,,,45
35198,,,,,,30
35199,,,,,,90
35200,,,,,,74
35201,,,,,,10
35202,,,,,,90
35203,,,,,,90
35204,,,,,,90
35205,,,,,,90
35206,,,,,,90
35207,,,,,,45
35208,,,,,,90
35209,,,,,,90
35210,,,,,,90
35211,,,,,,90
35212,,,,,,90
35213,,,,,,45
35214,,,,,,71
35215,,,,,,90
35216,,,,,,90
35217,,,,,,90
35218,,,,,,90
35219,,,,,,45
35220,,,,,,90
35221,,,,,,90
35222,,,,,,22
35223,,,,,,30
35224,,,,,,61
35225,,,,,,90
35226,,,,,,28
35227,,,,,,16
35228,,,,,,20
35229,,,,,,13
35230,,,,,,8
35231,,,,,,5
35232,,,,,,45
35233,,,,,,5
35234,,,,,,21
35235,,,,,,58
35236,,,,,,13
35237,,,,,,77
35238,,,,,,13
35239,,,,,,58
35240,,,,,,27
35241,,,,,,31
35242,,,,,,90
35243,,,,,,84
35244,,,,,,2
35245,,,,,,29
35246,,,,,,26
35247,,,,,,1
35248,,,,,,4
35249,,,,,,33
35250,,,,,,90
35251,,,,,,45
35252,,,,,,82
35253,,,,,,58
35254,,,,,,17
35255,,,,,,25
35256,,,,,,1
35257,,,,,,26
35258,,,,,,15
35259,,,,,,37
35260,,,,,,26
35261,,,,,,45
35262,,,,,,21
35263,,,,,,90
35264,,,,,,12
35265,,,,,,3
35266,,,,,,90
35267,,,,,,90
35268,,,,,,4
35269,,,,,,24
35270,,,,,,20
35271,,,,,,8
35272,,,,,,45
35273,,,,,,30
35274,,,,,,22
35275,,,,,,20
35276,,,,,,90
35277,,,,,,68
35278,,,,,,76
35279,,,,,,90
35280,,,,,,87
35281,,,,,,57
35282,,,,,,77
35283,,,,,,59
35284,,,,,,77
35285,,,,,,90
35286,,,,,,90
35287,,,,,,62
35288,,,,,,82
35289,,,,,,90
35290,,,,,,90
35291,,,,,,45
35292,,,,,,28
35293,,,,,,25
35294,,,,,,83
35295,,,,,,15
35296,,,,,,79
35297,,,,,,45
35298,,,,,,90
35299,,,,,,88
35300,,,,,,10
35301,,,,,,71
35302,,,,,,38
35303,,,,,,83
35304,,,,,,20
35305,,,,,,71
35306,,,,,,63
35307,,,,,,90
35308,,,,,,34
35309,,,,,,4
35310,,,,,,14
35311,,,,,,90
35312,,,,,,45
35313,,,,,,77
35314,,,,,,90
35315,,,,,,90
35316,,,,,,86
35317,,,,,,90
35318,,,,,,90
35319,,,,,,86
35320,,,,,,79
35321,,,,,,90
35322,,,,,,45
35323,,,,,,63
35324,,,,,,45
35325,,,,,,45
35326,,,,,,28
35327,,,,,,11
35328,,,,,,9
35329,,,,,,86
35330,,,,,,56
35331,,,,,,66
35332,,,,,,45
35333,,,,,,45
35334,,,,,,31
35335,,,,,,71
35336,,,,,,11
35337,,,,,,70
35338,,,,,,90
35339,,,,,,90
35340,,,,,,90
35341,,,,,,90
35342,,,,,,90
35343,,,,,,90
35344,,,,,,90
35345,,,,,,90
35346,,,,,,45
35347,,,,,,90
35348,,,,,,59
35349,,,,,,90
35350,,,,,,90
35351,,,,,,90
35352,,,,,,45
35353,,,,,,90
35354,,,,,,90
35355,,,,,,90
35356,,,,,,90
35357,,,,,,90
35358,,,,,,86
35359,,,,,,90
35360,,,,,,63
35361,,,,,,45
35362,,,,,,45
35363,,,,,,90
35364,,,,,,86
35365,,,,,,17
35366,,,,,,67
35367,,,,,,45
35368,,,,,,67
35369,,,,,,90
35370,,,,,,74
35371,,,,,,45
35372,,,,,,77
35373,,,,,,90
35374,,,,,,83
35375,,,,,,28
35376,,,,,,65
35377,,,,,,29
35378,,,,,,84
35379,,,,,,45
35380,,,,,,90
35381,,,,,,90
35382,,,,,,76
35383,,,,,,90
35384,,,,,,90
35385,,,,,,90
35386,,,,,,90
35387,,,,,,90
35388,,,,,,6
35389,,,,,,90
35390,,,,,,90
35391,,,,,,53
35392,,,,,,90
35393,,,,,,90
35394,,,,,,90
35395,,,,,,16
35396,,,,,,90
35397,,,,,,90
35398,,,,,,90
35399,,,,,,120
35400,,,,,,120
35401,,,,,,90
35402,,,,,,34
35403,,,,,,90
35404,,,,,,90
35405,,,,,,90
35406,,,,,,90
35407,,,,,,90
35408,,,,,,45
35409,,,,,,45
35410,,,,,,45
35411,,,,,,90
35412,,,,,,45
35413,,,,,,90
35414,,,,,,90
35415,,,,,,3
35416,,,,,,83
35417,,,,,,18
35418,,,,,,51
35419,,,,,,27
35420,,,,,,2
35421,,,,,,3
35422,,,,,,12
35423,,,,,,90
35424,,,,,,90
35425,,,,,,90
35426,,,,,,63
35427,,,,,,32
35428,,,,,,52
35429,,,,,,71
35430,,,,,,45
35431,,,,,,75
35432,,,,,,31
35433,,,,,,6
35434,,,,,,32
35435,,,,,,12
35436,,,,,,11
35437,,,,,,90
35438,,,,,,90
35439,,,,,,16
35440,,,,,,25
35441,,,,,,62
35442,,,,,,80
35443,,,,,,45
35444,,,,,,17
35445,,,,,,90
35446,,,,,,65
35447,,,,,,45
35448,,,,,,67
35449,,,,,,76
35450,,,,,,59
35451,,,,,,11
35452,,,,,,2
35453,,,,,,90
35454,,,,,,45
35455,,,,,,90
35456,,,,,,45
35457,,,,,,90
35458,,,,,,32
35459,,,,,,90
35460,,,,,,45
35461,,,,,,18
35462,,,,,,31
35463,,,,,,45
35464,,,,,,45
35465,,,,,,17
35466,,,,,,56
35467,,,,,,90
35468,,,,,,68
35469,,,,,,4
35470,,,,,,90
35471,,,,,,1
35472,,,,,,11
35473,,,,,,90
35474,,,,,,90
35475,,,,,,90
35476,,,,,,90
35477,,,,,,90
35478,,,,,,90
35479,,,,,,90
35480,,,,,,90
35481,,,,,,60
35482,,,,,,90
35483,,,,,,90
35484,,,,,,90
35485,,,,,,4
35486,,,,,,45
35487,,,,,,90
35488,,,,,,22
35489,,,,,,90
35490,,,,,,59
35491,,,,,,90
35492,,,,,,90
35493,,,,,,90
35494,,,,,,27
35495,,,,,,90
35496,,,,,,45
35497,,,,,,21
35498,,,,,,11
35499,,,,,,13
35500,,,,,,82
35501,,,,,,26
35502,,,,,,74
35503,,,,,,5
35504,,,,,,45
35505,,,,,,67
35506,,,,,,4
35507,,,,,,54
35508,,,,,,90
35509,,,,,,90
35510,,,,,,2
35511,,,,,,76
35512,,,,,,88
35513,,,,,,6
35514,,,,,,31
35515,,,,,,62
35516,,,,,,32
35517,,,,,,73
35518,,,,,,27
35519,,,,,,21
35520,,,,,,83
35521,,,,,,80
35522,,,,,,90
35523,,,,,,77
35524,,,,,,83
35525,,,,,,90
35526,,,,,,75
35527,,,,,,15
35528,,,,,,26
35529,,,,,,45
35530,,,,,,35
35531,,,,,,56
35532,,,,,,67
35533,,,,,,78
35534,,,,,,12
35535,,,,,,24
35536,,,,,,21
35537,,,,,,82
35538,,,,,,45
35539,,,,,,45
35540,,,,,,26
35541,,,,,,80
35542,,,,,,81
35543,,,,,,17
35544,,,,,,64
35545,,,,,,76
35546,,,,,,30
35547,,,,,,90
35548,,,,,,90
35549,,,,,,45
35550,,,,,,85
35551,,,,,,88
35552,,,,,,30
35553,,,,,,57
35554,,,,,,81
35555,,,,,,11
35556,,,,,,90
35557,,,,,,92
35558,,,,,,90
35559,,,,,,90
35560,,,,,,51
35561,,,,,,90
35562,,,,,,90
35563,,,,,,90
35564,,,,,,67
35565,,,,,,24
35566,,,,,,16
35567,,,,,,45
35568,,,,,,60
35569,,,,,,16
35570,,,,,,45
35571,,,,,,45
35572,,,,,,21
35573,,,,,,16
35574,,,,,,90
35575,,,,,,90
35576,,,,,,90
35577,,,,,,90
35578,,,,,,74
35579,,,,,,90
35580,,,,,,66
35581,,,,,,90
35582,,,,,,1
35583,,,,,,90
35584,,,,,,90
35585,,,,,,60
35586,,,,,,90
35587,,,,,,90
35588,,,,,,90
35589,,,,,,20
35590,,,,,,90
35591,,,,,,17
35592,,,,,,12
35593,,,,,,30
35594,,,,,,35
35595,,,,,,45
35596,,,,,,45
35597,,,,,,69
35598,,,,,,74
35599,,,,,,90
35600,,,,,,45
35601,,,,,,45
35602,,,,,,45
35603,,,,,,60
35604,,,,,,28
35605,,,,,,57
35606,,,,,,90
35607,,,,,,88
35608,,,,,,90
35609,,,,,,90
35610,,,,,,54
35611,,,,,,61
35612,,,,,,15
35613,,,,,,82
35614,,,,,,82
35615,,,,,,12
35616,,,,,,70
35617,,,,,,90
35618,,,,,,71
35619,,,,,,24
35620,,,,,,21
35621,,,,,,69
35622,,,,,,55
35623,,,,,,22
35624,,,,,,86
35625,,,,,,28
35626,,,,,,90
35627,,,,,,90
35628,,,,,,78
35629,,,,,,90
35630,,,,,,90
35631,,,,,,18
35632,,,,,,58
35633,,,,,,14
35634,,,,,,90
35635,,,,,,90
35636,,,,,,90
35637,,,,,,88
35638,,,,,,90
35639,,,,,,90
35640,,,,,,61
35641,,,,,,45
35642,,,,,,88
35643,,,,,,90
35644,,,,,,90
35645,,,,,,90
35646,,,,,,90
35647,,,,,,90
35648,,,,,,90
35649,,,,,,90
35650,,,,,,90
35651,,,,,,90
35652,,,,,,45
35653,,,,,,2
35654,,,,,,90
35655,,,,,,45
35656,,,,,,17
35657,,,,,,30
35658,,,,,,1
35659,,,,,,17
35660,,,,,,21
35661,,,,,,7
35662,,,,,,10
35663,,,,,,90
35664,,,,,,90
35665,,,,,,76
35666,,,,,,90
35667,,,,,,67
35668,,,,,,20
35669,,,,,,16
35670,,,,,,26
35671,,,,,,83
35672,,,,,,23
35673,,,,,,15
35674,,,,,,19
35675,,,,,,60
35676,,,,,,66
35677,,,,,,19
35678,,,,,,13
35679,,,,,,18
35680,,,,,,71
35681,,,,,,26
35682,,,,,,1
35683,,,,,,7
35684,,,,,,13
35685,,,,,,45
35686,,,,,,1
35687,,,,,,45
35688,,,,,,90
35689,,,,,,45
35690,,,,,,20
35691,,,,,,13
35692,,,,,,69
35693,,,,,,35
35694,,,,,,56
35695,,,,,,45
35696,,,,,,35
35697,,,,,,59
35698,,,,,,45
35699,,,,,,21
35700,,,,,,77
35701,,,,,,90
35702,,,,,,14
35703,,,,,,65
35704,,,,,,27
35705,,,,,,57
35706,,,,,,62
35707,,,,,,58
35708,,,,,,8
35709,,,,,,45
35710,,,,,,72
35711,,,,,,45
35712,,,,,,29
35713,,,,,,15
35714,,,,,,1
35715,,,,,,13
35716,,,,,,4
35717,,,,,,9
35718,,,,,,62
35719,,,,,,2
35720,,,,,,18
35721,,,,,,3
35722,,,,,,12
35723,,,,,,45
35724,,,,,,8
35725,,,,,,6
35726,,,,,,9
35727,,,,,,18
35728,,,,,,7
35729,,,,,,90
35730,,,,,,6
35731,,,,,,80
35732,,,,,,90
35733,,,,,,45
35734,,,,,,64
35735,,,,,,33
35736,,,,,,25
35737,,,,,,90
35738,,,,,,81
35739,,,,,,6
35740,,,,,,1
35741,,,,,,90
35742,,,,,,74
35743,,,,,,60
35744,,,,,,15
35745,,,,,,10
35746,,,,,,63
35747,,,,,,81
35748,,,,,,15
35749,,,,,,22
35750,,,,,,90
35751,,,,,,26
35752,,,,,,45
35753,,,,,,14
35754,,,,,,56
35755,,,,,,23
35756,,,,,,90
35757,,,,,,11
35758,,,,,,34
35759,,,,,,33
35760,,,,,,45
35761,,,,,,45
35762,,,,,,83
35763,,,,,,73
35764,,,,,,45
35765,,,,,,90
35766,,,,,,45
35767,,,,,,72
35768,,,,,,78
35769,,,,,,71
35770,,,,,,89
35771,,,,,,69
35772,,,,,,79
35773,,,,,,90
35774,,,,,,83
35775,,,,,,90
35776,,,,,,90
35777,,,,,,85
35778,,,,,,86
35779,,,,,,73
35780,,,,,,75
35781,,,,,,90
35782,,,,,,77
35783,,,,,,77
35784,,,,,,10
35785,,,,,,87
35786,,,,,,19
35787,,,,,,104
35788,,,,,,82
35789,,,,,,74
35790,,,,,,70
35791,,,,,,89
35792,,,,,,19
35793,,,,,,90
35794,,,,,,90
35795,,,,,,90
35796,,,,,,90
35797,,,,,,72
35798,,,,,,90
35799,,,,,,90
35800,,,,,,90
35801,,,,,,67
35802,,,,,,90
35803,,,,,,33
35804,,,,,,90
35805,,,,,,26
35806,,,,,,45
35807,,,,,,78
35808,,,,,,79
35809,,,,,,90
35810,,,,,,83
35811,,,,,,70
35812,,,,,,77
35813,,,,,,70
35814,,,,,,70
35815,,,,,,77
35816,,,,,,73
35817,,,,,,90
35818,,,,,,19
35819,,,,,,80
35820,,,,,,62
35821,,,,,,31
35822,,,,,,64
35823,,,,,,45
35824,,,,,,15
35825,,,,,,6
35826,,,,,,30
35827,,,,,,4
35828,,,,,,19
35829,,,,,,6
35830,,,,,,23
35831,,,,,,3
35832,,,,,,12
35833,,,,,,2
35834,,,,,,29
35835,,,,,,6
35836,,,,,,16
35837,,,,,,9
35838,,,,,,90
35839,,,,,,90
35840,,,,,,90
35841,,,,,,45
